datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2014-07-24,Olympia,00:00,23:59,1364.0,1755.0,3119.0,9.7,24.9,2.0,48,9.7,
2014-07-24,Erhardt,00:00,23:59,3316.0,3486.0,6802.0,9.7,24.9,2.0,48,9.7,
2014-07-24,Arnulf,00:00,23:59,4290.0,140.0,4430.0,9.7,24.9,2.0,48,9.7,
2014-07-24,Hirsch,00:00,23:59,711.0,745.0,1456.0,9.7,24.9,2.0,48,9.7,
2014-07-24,Kreuther,00:00,23:59,138.0,289.0,427.0,9.7,24.9,2.0,48,9.7,
2014-07-24,Margareten,00:00,23:59,1847.0,1369.0,3216.0,9.7,24.9,2.0,48,9.7,
2014-07-25,Olympia,00:00,23:59,1766.0,1783.0,3549.0,10.1,26.7,0.0,40,11.9,
2014-07-25,Margareten,00:00,23:59,1601.0,1294.0,2895.0,10.1,26.7,0.0,40,11.9,
2014-07-25,Arnulf,00:00,23:59,3833.0,152.0,3985.0,10.1,26.7,0.0,40,11.9,
2014-07-25,Hirsch,00:00,23:59,664.0,730.0,1394.0,10.1,26.7,0.0,40,11.9,
2014-07-25,Erhardt,00:00,23:59,3387.0,3370.0,6757.0,10.1,26.7,0.0,40,11.9,
2014-07-25,Kreuther,00:00,23:59,154.0,234.0,388.0,10.1,26.7,0.0,40,11.9,
2014-07-26,Olympia,00:00,23:59,347.0,288.0,635.0,11.4,27.0,4.5,83,8.1,
2014-07-26,Kreuther,00:00,23:59,90.0,161.0,251.0,11.4,27.0,4.5,83,8.1,
2014-07-26,Hirsch,00:00,23:59,282.0,322.0,604.0,11.4,27.0,4.5,83,8.1,
2014-07-26,Margareten,00:00,23:59,1026.0,752.0,1778.0,11.4,27.0,4.5,83,8.1,
2014-07-26,Arnulf,00:00,23:59,2234.0,84.0,2318.0,11.4,27.0,4.5,83,8.1,
2014-07-26,Erhardt,00:00,23:59,2274.0,2147.0,4421.0,11.4,27.0,4.5,83,8.1,
2014-07-27,Hirsch,00:00,23:59,228.0,262.0,490.0,14.7,23.7,2.0,69,2.6,
2014-07-27,Margareten,00:00,23:59,549.0,466.0,1015.0,14.7,23.7,2.0,69,2.6,
2014-07-27,Arnulf,00:00,23:59,1386.0,75.0,1461.0,14.7,23.7,2.0,69,2.6,
2014-07-27,Kreuther,00:00,23:59,100.0,99.0,199.0,14.7,23.7,2.0,69,2.6,
2014-07-27,Olympia,00:00,23:59,1288.0,1409.0,2697.0,14.7,23.7,2.0,69,2.6,
2014-07-27,Erhardt,00:00,23:59,1471.0,1480.0,2951.0,14.7,23.7,2.0,69,2.6,
2014-07-28,Erhardt,00:00,23:59,3009.0,3060.0,6069.0,14.3,26.0,0.0,69,8.2,
2014-07-28,Olympia,00:00,23:59,1273.0,1329.0,2602.0,14.3,26.0,0.0,69,8.2,
2014-07-28,Margareten,00:00,23:59,1436.0,1139.0,2575.0,14.3,26.0,0.0,69,8.2,
2014-07-28,Kreuther,00:00,23:59,154.0,262.0,416.0,14.3,26.0,0.0,69,8.2,
2014-07-28,Arnulf,00:00,23:59,3743.0,136.0,3879.0,14.3,26.0,0.0,69,8.2,
2014-07-28,Hirsch,00:00,23:59,661.0,736.0,1397.0,14.3,26.0,0.0,69,8.2,
2014-07-29,Margareten,00:00,23:59,1389.0,1116.0,2505.0,13.6,23.4,13.9,89,0.3,
2014-07-29,Erhardt,00:00,23:59,2239.0,2248.0,4487.0,13.6,23.4,13.9,89,0.3,
2014-07-29,Kreuther,00:00,23:59,111.0,156.0,267.0,13.6,23.4,13.9,89,0.3,
2014-07-29,Arnulf,00:00,23:59,2778.0,133.0,2911.0,13.6,23.4,13.9,89,0.3,
2014-07-29,Olympia,00:00,23:59,913.0,860.0,1773.0,13.6,23.4,13.9,89,0.3,
2014-07-29,Hirsch,00:00,23:59,518.0,538.0,1056.0,13.6,23.4,13.9,89,0.3,
2014-07-30,Hirsch,00:00,23:59,362.0,446.0,808.0,17.4,21.0,11.6,100,0.0,
2014-07-30,Arnulf,00:00,23:59,2007.0,87.0,2094.0,17.4,21.0,11.6,100,0.0,
2014-07-30,Erhardt,00:00,23:59,1441.0,1532.0,2973.0,17.4,21.0,11.6,100,0.0,
2014-07-30,Kreuther,00:00,23:59,79.0,99.0,178.0,17.4,21.0,11.6,100,0.0,
2014-07-30,Margareten,00:00,23:59,1073.0,922.0,1995.0,17.4,21.0,11.6,100,0.0,
2014-07-30,Olympia,00:00,23:59,581.0,571.0,1152.0,17.4,21.0,11.6,100,0.0,
2014-07-31,Margareten,00:00,23:59,894.0,823.0,1717.0,12.0,22.8,0.0,75,2.8,
2014-07-31,Arnulf,00:00,23:59,3010.0,136.0,3146.0,12.0,22.8,0.0,75,2.8,
2014-07-31,Erhardt,00:00,23:59,2205.0,2272.0,4477.0,12.0,22.8,0.0,75,2.8,
2014-07-31,Olympia,00:00,23:59,1396.0,1453.0,2849.0,12.0,22.8,0.0,75,2.8,
2014-07-31,Kreuther,00:00,23:59,94.0,196.0,290.0,12.0,22.8,0.0,75,2.8,
2014-07-31,Hirsch,00:00,23:59,503.0,464.0,967.0,12.0,22.8,0.0,75,2.8,
2014-08-01,Kreuther,00:00,23:59,150.0,264.0,414.0,10.7,24.8,0.0,54,6.4,
2014-08-01,Hirsch,00:00,23:59,605.0,693.0,1298.0,10.7,24.8,0.0,54,6.4,
2014-08-01,Olympia,00:00,23:59,1442.0,1423.0,2865.0,10.7,24.8,0.0,54,6.4,
2014-08-01,Arnulf,00:00,23:59,3743.0,140.0,3883.0,10.7,24.8,0.0,54,6.4,
2014-08-01,Erhardt,00:00,23:59,3126.0,3117.0,6243.0,10.7,24.8,0.0,54,6.4,
2014-08-01,Margareten,00:00,23:59,1430.0,1105.0,2535.0,10.7,24.8,0.0,54,6.4,
2014-08-02,Olympia,00:00,23:59,855.0,923.0,1778.0,13.5,27.7,9.4,66,8.4,
2014-08-02,Margareten,00:00,23:59,1061.0,878.0,1939.0,13.5,27.7,9.4,66,8.4,
2014-08-02,Arnulf,00:00,23:59,2037.0,69.0,2106.0,13.5,27.7,9.4,66,8.4,
2014-08-02,Kreuther,00:00,23:59,84.0,144.0,228.0,13.5,27.7,9.4,66,8.4,
2014-08-02,Hirsch,00:00,23:59,225.0,251.0,476.0,13.5,27.7,9.4,66,8.4,
2014-08-02,Erhardt,00:00,23:59,1953.0,1933.0,3886.0,13.5,27.7,9.4,66,8.4,
2014-08-03,Margareten,00:00,23:59,848.0,652.0,1500.0,13.8,25.8,0.0,59,7.5,
2014-08-03,Kreuther,00:00,23:59,96.0,157.0,253.0,13.8,25.8,0.0,59,7.5,
2014-08-03,Hirsch,00:00,23:59,274.0,334.0,608.0,13.8,25.8,0.0,59,7.5,
2014-08-03,Olympia,00:00,23:59,1430.0,1663.0,3093.0,13.8,25.8,0.0,59,7.5,
2014-08-03,Arnulf,00:00,23:59,1749.0,122.0,1871.0,13.8,25.8,0.0,59,7.5,
2014-08-03,Erhardt,00:00,23:59,2611.0,2231.0,4842.0,13.8,25.8,0.0,59,7.5,
2014-08-04,Kreuther,00:00,23:59,133.0,241.0,374.0,15.9,26.1,5.2,65,8.5,
2014-08-04,Olympia,00:00,23:59,1406.0,1365.0,2771.0,15.9,26.1,5.2,65,8.5,
2014-08-04,Arnulf,00:00,23:59,3757.0,182.0,3939.0,15.9,26.1,5.2,65,8.5,
2014-08-04,Margareten,00:00,23:59,1794.0,1294.0,3088.0,15.9,26.1,5.2,65,8.5,
2014-08-04,Hirsch,00:00,23:59,614.0,661.0,1275.0,15.9,26.1,5.2,65,8.5,
2014-08-04,Erhardt,00:00,23:59,2819.0,2771.0,5590.0,15.9,26.1,5.2,65,8.5,
2014-08-05,Arnulf,00:00,23:59,2588.0,107.0,2695.0,13.9,22.3,0.6,75,3.7,
2014-08-05,Margareten,00:00,23:59,1205.0,934.0,2139.0,13.9,22.3,0.6,75,3.7,
2014-08-05,Hirsch,00:00,23:59,421.0,426.0,847.0,13.9,22.3,0.6,75,3.7,
2014-08-05,Kreuther,00:00,23:59,87.0,149.0,236.0,13.9,22.3,0.6,75,3.7,
2014-08-05,Olympia,00:00,23:59,808.0,794.0,1602.0,13.9,22.3,0.6,75,3.7,
2014-08-05,Erhardt,00:00,23:59,1927.0,1970.0,3897.0,13.9,22.3,0.6,75,3.7,
2014-08-06,Kreuther,00:00,23:59,140.0,246.0,386.0,11.8,24.4,0.4,41,12.2,
2014-08-06,Olympia,00:00,23:59,1468.0,1484.0,2952.0,11.8,24.4,0.4,41,12.2,
2014-08-06,Arnulf,00:00,23:59,3767.0,165.0,3932.0,11.8,24.4,0.4,41,12.2,
2014-08-06,Erhardt,00:00,23:59,3136.0,3113.0,6249.0,11.8,24.4,0.4,41,12.2,
2014-08-06,Hirsch,00:00,23:59,646.0,705.0,1351.0,11.8,24.4,0.4,41,12.2,
2014-08-06,Margareten,00:00,23:59,1693.0,1169.0,2862.0,11.8,24.4,0.4,41,12.2,
2014-08-07,Erhardt,00:00,23:59,2058.0,2112.0,4170.0,12.6,24.4,0.0,75,4.0,
2014-08-07,Olympia,00:00,23:59,1326.0,1289.0,2615.0,12.6,24.4,0.0,75,4.0,
2014-08-07,Kreuther,00:00,23:59,95.0,163.0,258.0,12.6,24.4,0.0,75,4.0,
2014-08-07,Margareten,00:00,23:59,1173.0,829.0,2002.0,12.6,24.4,0.0,75,4.0,
2014-08-07,Hirsch,00:00,23:59,482.0,517.0,999.0,12.6,24.4,0.0,75,4.0,
2014-08-07,Arnulf,00:00,23:59,2703.0,103.0,2806.0,12.6,24.4,0.0,75,4.0,
2014-08-08,Erhardt,00:00,23:59,3297.0,3140.0,6437.0,11.3,26.2,0.0,33,13.0,
2014-08-08,Margareten,00:00,23:59,1670.0,1151.0,2821.0,11.3,26.2,0.0,33,13.0,
2014-08-08,Hirsch,00:00,23:59,575.0,590.0,1165.0,11.3,26.2,0.0,33,13.0,
2014-08-08,Olympia,00:00,23:59,1548.0,1568.0,3116.0,11.3,26.2,0.0,33,13.0,
2014-08-08,Kreuther,00:00,23:59,134.0,240.0,374.0,11.3,26.2,0.0,33,13.0,
2014-08-08,Arnulf,00:00,23:59,3842.0,152.0,3994.0,11.3,26.2,0.0,33,13.0,
2014-08-09,Olympia,00:00,23:59,960.0,966.0,1926.0,13.2,25.6,0.0,61,5.9,
2014-08-09,Arnulf,00:00,23:59,1977.0,69.0,2046.0,13.2,25.6,0.0,61,5.9,
2014-08-09,Kreuther,00:00,23:59,73.0,134.0,207.0,13.2,25.6,0.0,61,5.9,
2014-08-09,Hirsch,00:00,23:59,233.0,226.0,459.0,13.2,25.6,0.0,61,5.9,
2014-08-09,Erhardt,00:00,23:59,1662.0,1806.0,3468.0,13.2,25.6,0.0,61,5.9,
2014-08-09,Margareten,00:00,23:59,1024.0,731.0,1755.0,13.2,25.6,0.0,61,5.9,
2014-08-10,Arnulf,00:00,23:59,2139.0,141.0,2280.0,12.1,28.7,5.3,78,8.0,
2014-08-10,Kreuther,00:00,23:59,79.0,162.0,241.0,12.1,28.7,5.3,78,8.0,
2014-08-10,Erhardt,00:00,23:59,2802.0,2842.0,5644.0,12.1,28.7,5.3,78,8.0,
2014-08-10,Olympia,00:00,23:59,1473.0,1477.0,2950.0,12.1,28.7,5.3,78,8.0,
2014-08-10,Margareten,00:00,23:59,1137.0,803.0,1940.0,12.1,28.7,5.3,78,8.0,
2014-08-10,Hirsch,00:00,23:59,318.0,356.0,674.0,12.1,28.7,5.3,78,8.0,
2014-08-11,Arnulf,00:00,23:59,986.0,108.0,1094.0,14.5,18.6,13.3,95,0.0,
2014-08-11,Erhardt,00:00,23:59,642.0,755.0,1397.0,14.5,18.6,13.3,95,0.0,
2014-08-11,Hirsch,00:00,23:59,127.0,154.0,281.0,14.5,18.6,13.3,95,0.0,
2014-08-11,Olympia,00:00,23:59,330.0,319.0,649.0,14.5,18.6,13.3,95,0.0,
2014-08-11,Margareten,00:00,23:59,537.0,451.0,988.0,14.5,18.6,13.3,95,0.0,
2014-08-11,Kreuther,00:00,23:59,44.0,61.0,105.0,14.5,18.6,13.3,95,0.0,
2014-08-12,Olympia,00:00,23:59,1085.0,1094.0,2179.0,13.2,20.9,0.0,85,6.2,
2014-08-12,Hirsch,00:00,23:59,480.0,527.0,1007.0,13.2,20.9,0.0,85,6.2,
2014-08-12,Erhardt,00:00,23:59,2091.0,2175.0,4266.0,13.2,20.9,0.0,85,6.2,
2014-08-12,Margareten,00:00,23:59,1443.0,963.0,2406.0,13.2,20.9,0.0,85,6.2,
2014-08-12,Kreuther,00:00,23:59,103.0,166.0,269.0,13.2,20.9,0.0,85,6.2,
2014-08-12,Arnulf,00:00,23:59,2722.0,138.0,2860.0,13.2,20.9,0.0,85,6.2,
2014-08-13,Margareten,00:00,23:59,629.0,522.0,1151.0,13.6,17.2,8.7,94,0.1,
2014-08-13,Arnulf,00:00,23:59,1285.0,91.0,1376.0,13.6,17.2,8.7,94,0.1,
2014-08-13,Erhardt,00:00,23:59,895.0,1021.0,1916.0,13.6,17.2,8.7,94,0.1,
2014-08-13,Kreuther,00:00,23:59,45.0,67.0,112.0,13.6,17.2,8.7,94,0.1,
2014-08-13,Olympia,00:00,23:59,369.0,345.0,714.0,13.6,17.2,8.7,94,0.1,
2014-08-13,Hirsch,00:00,23:59,209.0,249.0,458.0,13.6,17.2,8.7,94,0.1,
2014-08-14,Erhardt,00:00,23:59,1575.0,1595.0,3170.0,10.0,18.9,0.0,78,3.9,
2014-08-14,Margareten,00:00,23:59,1006.0,748.0,1754.0,10.0,18.9,0.0,78,3.9,
2014-08-14,Hirsch,00:00,23:59,386.0,414.0,800.0,10.0,18.9,0.0,78,3.9,
2014-08-14,Kreuther,00:00,23:59,79.0,132.0,211.0,10.0,18.9,0.0,78,3.9,
2014-08-14,Arnulf,00:00,23:59,2329.0,140.0,2469.0,10.0,18.9,0.0,78,3.9,
2014-08-14,Olympia,00:00,23:59,818.0,810.0,1628.0,10.0,18.9,0.0,78,3.9,
2014-08-15,Kreuther,00:00,23:59,49.0,93.0,142.0,10.5,19.5,0.6,79,5.8,
2014-08-15,Olympia,00:00,23:59,739.0,690.0,1429.0,10.5,19.5,0.6,79,5.8,
2014-08-15,Hirsch,00:00,23:59,170.0,138.0,308.0,10.5,19.5,0.6,79,5.8,
2014-08-15,Erhardt,00:00,23:59,977.0,1014.0,1991.0,10.5,19.5,0.6,79,5.8,
2014-08-15,Arnulf,00:00,23:59,1078.0,75.0,1153.0,10.5,19.5,0.6,79,5.8,
2014-08-15,Margareten,00:00,23:59,514.0,365.0,879.0,10.5,19.5,0.6,79,5.8,
2014-08-16,Kreuther,00:00,23:59,47.0,74.0,121.0,11.0,17.5,1.2,81,3.4,
2014-08-16,Arnulf,00:00,23:59,1131.0,91.0,1222.0,11.0,17.5,1.2,81,3.4,
2014-08-16,Margareten,00:00,23:59,603.0,397.0,1000.0,11.0,17.5,1.2,81,3.4,
2014-08-16,Erhardt,00:00,23:59,630.0,742.0,1372.0,11.0,17.5,1.2,81,3.4,
2014-08-16,Hirsch,00:00,23:59,107.0,126.0,233.0,11.0,17.5,1.2,81,3.4,
2014-08-16,Olympia,00:00,23:59,429.0,454.0,883.0,11.0,17.5,1.2,81,3.4,
2014-08-17,Arnulf,00:00,23:59,1998.0,101.0,2099.0,8.2,22.0,0.0,35,12.9,
2014-08-17,Olympia,00:00,23:59,1469.0,1381.0,2850.0,8.2,22.0,0.0,35,12.9,
2014-08-17,Erhardt,00:00,23:59,2362.0,2218.0,4580.0,8.2,22.0,0.0,35,12.9,
2014-08-17,Hirsch,00:00,23:59,345.0,336.0,681.0,8.2,22.0,0.0,35,12.9,
2014-08-17,Kreuther,00:00,23:59,90.0,157.0,247.0,8.2,22.0,0.0,35,12.9,
2014-08-17,Margareten,00:00,23:59,1029.0,712.0,1741.0,8.2,22.0,0.0,35,12.9,
2014-08-18,Erhardt,00:00,23:59,2091.0,2177.0,4268.0,8.6,22.1,0.6,73,6.1,
2014-08-18,Hirsch,00:00,23:59,506.0,549.0,1055.0,8.6,22.1,0.6,73,6.1,
2014-08-18,Olympia,00:00,23:59,1035.0,1016.0,2051.0,8.6,22.1,0.6,73,6.1,
2014-08-18,Arnulf,00:00,23:59,2674.0,151.0,2825.0,8.6,22.1,0.6,73,6.1,
2014-08-18,Kreuther,00:00,23:59,95.0,182.0,277.0,8.6,22.1,0.6,73,6.1,
2014-08-18,Margareten,00:00,23:59,1372.0,864.0,2236.0,8.6,22.1,0.6,73,6.1,
2014-08-19,Hirsch,00:00,23:59,367.0,396.0,763.0,10.3,21.4,0.0,78,3.6,
2014-08-19,Olympia,00:00,23:59,880.0,843.0,1723.0,10.3,21.4,0.0,78,3.6,
2014-08-19,Erhardt,00:00,23:59,1656.0,1715.0,3371.0,10.3,21.4,0.0,78,3.6,
2014-08-19,Arnulf,00:00,23:59,2186.0,112.0,2298.0,10.3,21.4,0.0,78,3.6,
2014-08-19,Kreuther,00:00,23:59,69.0,125.0,194.0,10.3,21.4,0.0,78,3.6,
2014-08-19,Margareten,00:00,23:59,1037.0,732.0,1769.0,10.3,21.4,0.0,78,3.6,
2014-08-20,Margareten,00:00,23:59,1008.0,686.0,1694.0,11.8,17.3,0.2,95,0.1,
2014-08-20,Kreuther,00:00,23:59,71.0,123.0,194.0,11.8,17.3,0.2,95,0.1,
2014-08-20,Hirsch,00:00,23:59,400.0,435.0,835.0,11.8,17.3,0.2,95,0.1,
2014-08-20,Erhardt,00:00,23:59,1647.0,1703.0,3350.0,11.8,17.3,0.2,95,0.1,
2014-08-20,Olympia,00:00,23:59,715.0,685.0,1400.0,11.8,17.3,0.2,95,0.1,
2014-08-20,Arnulf,00:00,23:59,2294.0,121.0,2415.0,11.8,17.3,0.2,95,0.1,
2014-08-21,Olympia,00:00,23:59,1712.0,1518.0,3230.0,7.1,19.8,0.0,61,8.7,
2014-08-21,Arnulf,00:00,23:59,2828.0,120.0,2948.0,7.1,19.8,0.0,61,8.7,
2014-08-21,Kreuther,00:00,23:59,109.0,168.0,277.0,7.1,19.8,0.0,61,8.7,
2014-08-21,Hirsch,00:00,23:59,514.0,560.0,1074.0,7.1,19.8,0.0,61,8.7,
2014-08-21,Erhardt,00:00,23:59,2036.0,2067.0,4103.0,7.1,19.8,0.0,61,8.7,
2014-08-21,Margareten,00:00,23:59,1352.0,864.0,2216.0,7.1,19.8,0.0,61,8.7,
2014-08-22,Kreuther,00:00,23:59,103.0,154.0,257.0,6.2,21.0,0.0,60,6.5,
2014-08-22,Hirsch,00:00,23:59,452.0,511.0,963.0,6.2,21.0,0.0,60,6.5,
2014-08-22,Olympia,00:00,23:59,1127.0,1196.0,2323.0,6.2,21.0,0.0,60,6.5,
2014-08-22,Arnulf,00:00,23:59,2768.0,152.0,2920.0,6.2,21.0,0.0,60,6.5,
2014-08-22,Erhardt,00:00,23:59,2100.0,2200.0,4300.0,6.2,21.0,0.0,60,6.5,
2014-08-22,Margareten,00:00,23:59,1172.0,769.0,1941.0,6.2,21.0,0.0,60,6.5,
2014-08-23,Kreuther,00:00,23:59,72.0,134.0,206.0,8.6,19.9,1.3,85,3.8,
2014-08-23,Olympia,00:00,23:59,964.0,972.0,1936.0,8.6,19.9,1.3,85,3.8,
2014-08-23,Arnulf,00:00,23:59,1782.0,84.0,1866.0,8.6,19.9,1.3,85,3.8,
2014-08-23,Margareten,00:00,23:59,835.0,555.0,1390.0,8.6,19.9,1.3,85,3.8,
2014-08-23,Hirsch,00:00,23:59,257.0,311.0,568.0,8.6,19.9,1.3,85,3.8,
2014-08-23,Erhardt,00:00,23:59,1467.0,1506.0,2973.0,8.6,19.9,1.3,85,3.8,
2014-08-24,Olympia,00:00,23:59,1006.0,1019.0,2025.0,7.1,17.8,0.0,69,8.8,
2014-08-24,Arnulf,00:00,23:59,1397.0,71.0,1468.0,7.1,17.8,0.0,69,8.8,
2014-08-24,Hirsch,00:00,23:59,253.0,297.0,550.0,7.1,17.8,0.0,69,8.8,
2014-08-24,Kreuther,00:00,23:59,57.0,106.0,163.0,7.1,17.8,0.0,69,8.8,
2014-08-24,Margareten,00:00,23:59,684.0,492.0,1176.0,7.1,17.8,0.0,69,8.8,
2014-08-24,Erhardt,00:00,23:59,1383.0,1276.0,2659.0,7.1,17.8,0.0,69,8.8,
2014-08-25,Margareten,00:00,23:59,1136.0,879.0,2015.0,5.0,19.4,6.8,86,5.2,
2014-08-25,Hirsch,00:00,23:59,514.0,551.0,1065.0,5.0,19.4,6.8,86,5.2,
2014-08-25,Kreuther,00:00,23:59,93.0,192.0,285.0,5.0,19.4,6.8,86,5.2,
2014-08-25,Olympia,00:00,23:59,792.0,619.0,1411.0,5.0,19.4,6.8,86,5.2,
2014-08-25,Arnulf,00:00,23:59,2723.0,118.0,2841.0,5.0,19.4,6.8,86,5.2,
2014-08-25,Erhardt,00:00,23:59,1844.0,1913.0,3757.0,5.0,19.4,6.8,86,5.2,
2014-08-26,Kreuther,00:00,23:59,60.0,85.0,145.0,11.7,21.1,2.5,91,2.0,
2014-08-26,Arnulf,00:00,23:59,1510.0,82.0,1592.0,11.7,21.1,2.5,91,2.0,
2014-08-26,Margareten,00:00,23:59,695.0,525.0,1220.0,11.7,21.1,2.5,91,2.0,
2014-08-26,Hirsch,00:00,23:59,234.0,246.0,480.0,11.7,21.1,2.5,91,2.0,
2014-08-26,Erhardt,00:00,23:59,1024.0,1114.0,2138.0,11.7,21.1,2.5,91,2.0,
2014-08-26,Olympia,00:00,23:59,481.0,467.0,948.0,11.7,21.1,2.5,91,2.0,
2014-08-27,Olympia,00:00,23:59,533.0,569.0,1102.0,6.9,17.9,11.0,71,2.2,
2014-08-27,Arnulf,00:00,23:59,1728.0,98.0,1826.0,6.9,17.9,11.0,71,2.2,
2014-08-27,Kreuther,00:00,23:59,61.0,107.0,168.0,6.9,17.9,11.0,71,2.2,
2014-08-27,Margareten,00:00,23:59,804.0,638.0,1442.0,6.9,17.9,11.0,71,2.2,
2014-08-27,Hirsch,00:00,23:59,272.0,319.0,591.0,6.9,17.9,11.0,71,2.2,
2014-08-27,Erhardt,00:00,23:59,1297.0,1408.0,2705.0,6.9,17.9,11.0,71,2.2,
2014-08-28,Arnulf,00:00,23:59,3162.0,139.0,3301.0,6.2,22.1,0.0,48,8.7,
2014-08-28,Erhardt,00:00,23:59,2355.0,2428.0,4783.0,6.2,22.1,0.0,48,8.7,
2014-08-28,Kreuther,00:00,23:59,93.0,144.0,237.0,6.2,22.1,0.0,48,8.7,
2014-08-28,Olympia,00:00,23:59,1042.0,1016.0,2058.0,6.2,22.1,0.0,48,8.7,
2014-08-28,Hirsch,00:00,23:59,544.0,548.0,1092.0,6.2,22.1,0.0,48,8.7,
2014-08-28,Margareten,00:00,23:59,1106.0,651.0,1757.0,6.2,22.1,0.0,48,8.7,
2014-08-29,Arnulf,00:00,23:59,2366.0,104.0,2470.0,9.1,21.7,1.2,80,3.5,
2014-08-29,Kreuther,00:00,23:59,86.0,165.0,251.0,9.1,21.7,1.2,80,3.5,
2014-08-29,Margareten,00:00,23:59,1068.0,667.0,1735.0,9.1,21.7,1.2,80,3.5,
2014-08-29,Hirsch,00:00,23:59,408.0,452.0,860.0,9.1,21.7,1.2,80,3.5,
2014-08-29,Erhardt,00:00,23:59,1716.0,1806.0,3522.0,9.1,21.7,1.2,80,3.5,
2014-08-29,Olympia,00:00,23:59,715.0,697.0,1412.0,9.1,21.7,1.2,80,3.5,
2014-08-30,Olympia,00:00,23:59,662.0,695.0,1357.0,13.8,22.9,0.0,76,5.7,
2014-08-30,Hirsch,00:00,23:59,268.0,285.0,553.0,13.8,22.9,0.0,76,5.7,
2014-08-30,Erhardt,00:00,23:59,1496.0,1389.0,2885.0,13.8,22.9,0.0,76,5.7,
2014-08-30,Arnulf,00:00,23:59,1865.0,78.0,1943.0,13.8,22.9,0.0,76,5.7,
2014-08-30,Margareten,00:00,23:59,729.0,557.0,1286.0,13.8,22.9,0.0,76,5.7,
2014-08-30,Kreuther,00:00,23:59,93.0,111.0,204.0,13.8,22.9,0.0,76,5.7,
2014-08-31,Kreuther,00:00,23:59,35.0,34.0,69.0,11.2,16.1,17.9,93,0.0,
2014-08-31,Hirsch,00:00,23:59,60.0,58.0,118.0,11.2,16.1,17.9,93,0.0,
2014-08-31,Margareten,00:00,23:59,285.0,226.0,511.0,11.2,16.1,17.9,93,0.0,
2014-08-31,Arnulf,00:00,23:59,501.0,55.0,556.0,11.2,16.1,17.9,93,0.0,
2014-08-31,Olympia,00:00,23:59,125.0,149.0,274.0,11.2,16.1,17.9,93,0.0,
2014-08-31,Erhardt,00:00,23:59,384.0,398.0,782.0,11.2,16.1,17.9,93,0.0,
2014-09-01,Erhardt,00:00,23:59,1172.0,1208.0,2380.0,11.5,15.5,0.0,93,0.8,
2014-09-01,Olympia,00:00,23:59,535.0,541.0,1076.0,11.5,15.5,0.0,93,0.8,
2014-09-01,Hirsch,00:00,23:59,338.0,343.0,681.0,11.5,15.5,0.0,93,0.8,
2014-09-01,Kreuther,00:00,23:59,83.0,117.0,200.0,11.5,15.5,0.0,93,0.8,
2014-09-01,Arnulf,00:00,23:59,1936.0,110.0,2046.0,11.5,15.5,0.0,93,0.8,
2014-09-01,Margareten,00:00,23:59,864.0,592.0,1456.0,11.5,15.5,0.0,93,0.8,
2014-09-02,Erhardt,00:00,23:59,1549.0,1645.0,3194.0,11.1,17.7,1.0,94,0.8,
2014-09-02,Olympia,00:00,23:59,678.0,690.0,1368.0,11.1,17.7,1.0,94,0.8,
2014-09-02,Hirsch,00:00,23:59,417.0,469.0,886.0,11.1,17.7,1.0,94,0.8,
2014-09-02,Kreuther,00:00,23:59,107.0,147.0,254.0,11.1,17.7,1.0,94,0.8,
2014-09-02,Margareten,00:00,23:59,1187.0,1053.0,2240.0,11.1,17.7,1.0,94,0.8,
2014-09-02,Arnulf,00:00,23:59,2420.0,92.0,2512.0,11.1,17.7,1.0,94,0.8,
2014-09-03,Olympia,00:00,23:59,565.0,551.0,1116.0,11.4,18.2,0.0,91,1.5,
2014-09-03,Kreuther,00:00,23:59,78.0,100.0,178.0,11.4,18.2,0.0,91,1.5,
2014-09-03,Margareten,00:00,23:59,1065.0,1080.0,2145.0,11.4,18.2,0.0,91,1.5,
2014-09-03,Erhardt,00:00,23:59,1300.0,1343.0,2643.0,11.4,18.2,0.0,91,1.5,
2014-09-03,Hirsch,00:00,23:59,299.0,313.0,612.0,11.4,18.2,0.0,91,1.5,
2014-09-03,Arnulf,00:00,23:59,1890.0,99.0,1989.0,11.4,18.2,0.0,91,1.5,
2014-09-04,Margareten,00:00,23:59,1412.0,1490.0,2902.0,11.4,22.6,0.0,76,4.7,
2014-09-04,Erhardt,00:00,23:59,1903.0,2016.0,3919.0,11.4,22.6,0.0,76,4.7,
2014-09-04,Kreuther,00:00,23:59,113.0,166.0,279.0,11.4,22.6,0.0,76,4.7,
2014-09-04,Olympia,00:00,23:59,797.0,826.0,1623.0,11.4,22.6,0.0,76,4.7,
2014-09-04,Hirsch,00:00,23:59,500.0,537.0,1037.0,11.4,22.6,0.0,76,4.7,
2014-09-04,Arnulf,00:00,23:59,2661.0,141.0,2802.0,11.4,22.6,0.0,76,4.7,
2014-09-05,Margareten,00:00,23:59,1374.0,1473.0,2847.0,11.4,21.3,0.0,79,1.6,
2014-09-05,Hirsch,00:00,23:59,453.0,472.0,925.0,11.4,21.3,0.0,79,1.6,
2014-09-05,Arnulf,00:00,23:59,2352.0,121.0,2473.0,11.4,21.3,0.0,79,1.6,
2014-09-05,Erhardt,00:00,23:59,1740.0,2092.0,3832.0,11.4,21.3,0.0,79,1.6,
